211:18572,14429,14072,1692,10131,18527,22408,828,15639,8761,23919,3896,11675,12971,7950,3862,22975,33275,16281,2331,15399,6125,7076,7728,13322,7645,22755,27864,9339,15103
217:11459,1794,16914,16550,10298,6924,17762,13585,8276,9463,7931,5284,5739,10242,14741,3046,1088,8147,21677,17847,10098,268,15069,4022,11995,17543,8490,1268,8524,5040
220:10637,25404,35582,31495,37317,36138,12677,28933,4537,44210,8417,55692,27294,10633,28989
223:5728,8776,13904,728,6440,4410,1796,7037,10077,7532,1840,10610,2261,858,7168,7962,1064,2009,3772,13446,4133,4069,3478,7783,258,3885,9662,7688,4533,1418
225:7549,11911,11607,57,587,1676,2613,296,17239,4242,20889,13790,2084,13967,10318,7038,3367,335,17018,21202,6661,12018,22419,3136,4554,1607,6773,3864,7469,18465
228:12750,2608,5946,12420,6853,15762,28661,12289,11300,11454,1839,9169,3278,23569,25199,29847,9759,24971,8814,533,2756,13127,13953,5414,40576,40549,493,1123,27267,5370
229:3478,375,5553,1435,5156,1354,7102,13556,7962,7317,8640,5998,775,2073,5803,524,6440,1066,2256,5273,1025,1497,6504,2431,1126,7532,1551,6160,1101,1840
231:338,16948,5362,4517,12892,23953,21355,13884,6790,1690,24628,6859,11287,32067,11941,18085,17479,2610,28,20916,16983,11725,19787,22667,18588,21202,13561,16519,30237,35358
238:687,3900,22995,14824,17837,8745,18513,5446,11470,5663,8324,6787,681,3394,4596,22257,12509,3413,8924,14366,24765,8002,12218,11237,981,10518,13305,11795,6839,10523
241:7916,4838,11569,5522,1244,5114,811,11181,1713,9170,1823,292,4594,3698,8576,986,7783,4119,18210,6566,1928,2258,11117,1449,4429,1115,3526,6886,7801,703
249:11194,9517,8457,533,1676,2906,11216,18070,3981,9909,13832,2124,4625,2973,18722,3886,7538,963,2193,90,8614,4919,8386,15126,25959,2743,14787,4172,18198,17143
250:246,5260,18497,10283,14528,383,14388,3121,13191,13446,4930,14983,14279,6735,6770,15620,3952,12363,7390,6239,1302,3736,9151,10579,597,12369,3136,1165,18085,5275
253:6288,8568,4641,2735,6148,28755,6081,13071,6864,3536,7678,1825,14105,11032,15732,31998,8477,8593,4727,20659,27051,4701,2241,11726,3519,5534,3122,3321,8081,3489
257:8640,8576,6526,690,2073,7136,4410,4238,5803,779,656,5560,6535,397,10610,382,1042,7822,1551,2033,4327,481,711,5254,139,3571,4584,1064,3950,1928
272:26805,8873,17007,9891,26169,24047,11888,34147,6563,16181,7400,3840,941,15235,32017,32334,25752,36178,14327,3239,15153,36522,15527,12109,12668,4638,8228,14266,32616,8302
273:1130,3,8531,1655,6814,2627,4221,10696,4617,3952,2150,1646,1868,5552,9590,2066,986,3121,7543,2073,8898,5867,184,13081,1275,3460,3510,2657,61,6674
288:3478,3698,11117,5607,1509,6504,7136,1025,1064,5940,10610,9170,1713,7916,401,4238,6566,5780,5110,2146,1067,4133,2073,858,1895,309,6440,6886,2560,9237
290:3955,6067,15886,15388,3712,13492,30990,42876,40463,14132,10719,6560,18150,17768,29688,9085,15670,1706,11393,17338,14511,231,17479,7334,3183,7462,20414,36710,29102,7707
291:34765,26135,25355,21498,10956,28019,15071,14452,21971,49427,13021,17218,20095,33028,1536,14320,16990,13801,31302,21863,38772,31094,10725,33476,13356,54665,3832,11493,20578,23686
292:3608,811,309,5353,13904,1130,8095,11463,560,1220,9644,6822,401,10610,4221,9306,13112,1646,2256,1042,7783,1509,1823,104,2073,2066,1449,5803,8114,51
294:11454,1701,61,2627,4050,20248,11580,2084,28815,7822,7469,1156,13790,18877,9296,3,12912,3510,9795,9256,11602,4517,15902,12589,8771,6878,10492,23247,872,7305
328:5559,28920,14826,17188,11759,29895,23073,17007,18575,24391,1939,24924,19840,41170,15798,12287,13629,5228,31174,15296,30703,45278,3492,11100,39226,5126,27373,25193,37210,23911
331:15724,7173,23237,12973,12028,4780,17200,9783,11930,13286,5538,159,3657,9970,18810,14166,8728,340,30804,11408,7521,7268,21245,20086,14964,20960,6414,2921,15405,12978
345:11008,17644,32152,17549,16833
361:9909,14787,844,7498,3849,963,7874,3658,13065,20955,6773,7822,11602,127,11491,10267,6862,11398,19487,12158,5383,15525,867,17345,17111,12157,18761,2367,1425,61
376:9052,21870,7882,27812,30406,13235,30899,3265,36049,2447,1002,20406,11273,20163,24687,159,3506,21265,14592,1358,4687,30805,10996,30124,31641,27903,22844,11482,40770,22845
384:172,5353,3698,11117,9170,633,2258,2244,4838,6526,4410,8085,6504,8975,13904,1771,8746,2121,4594,2784,4886,1101,10763,2850,6518,7783,656,14222,12749,2063
401:2281,1042,9894,1720,3121,1509,292,2274,2850,3403,1130,12749,2073,3608,309,10610,11463,3136,1551,5273,7822,1449,10339,2660,397,8576,51,3510,2657,3406
402:5952,656,1952,13081,4327,2256,7916,309,10030,1928,12037,6518,53,13257,12564,6108,12997,3950,7136,18877,1334,4970,9989,7098,5448,8582,57,593,2073,1007
410:7891,15633,7704,470,25333,8649,8945,8688,18532,7324,14542,12102,16243,7705,7578,9658,10651,555,1419,2962,21220,6864,9354,13157,5683,12936,9905,6851,26813,1615
448:4410,1623,731,2472,13829,2967,8303,3201,6275,4745,791,3717,3403,6307,6798,2261,4902,1354,794,223,9324,3104,8932,6231,5231,3478,8016,1771,2761,2443
449:2097,2287,1863,8258,1354,3771,3222,202,1776,1505,578,3448,2999,4714,9894,148,229,5986,2696,4576,2483,10610,3288,1894,5010,124,6519,2588,4243,807
450:1224,1714,664,3235,856,55,142,655,367,707,20,3438,750,1322,948,271,2954,1696,275,1743,1886,1679,311,1462,1834,1060,325,991,2869,1276
452:14734,14476,14603,6583,28647,19811,11484,1218,42316,4964,6835,49294,26698,19948,14502,42565,6455,3291,12521,36651,17686,29806,32106,36734,29831,17903,23855,14203,19952,44582
476:14511,16427,17916,18587,23922,8583,12982,16185,12051,9724,13491,5715,5237,18585,11622,20560,9198,29620,17661,22411,18415,28946,10667,43707,8992,43040,8191,16963,31037,11214
488:3201,3403,3341,2261,9170,1435,397,728,4132,3366,11673,3164,2323,881,5260,5690,775,323,2868,5553,4213,1863,814,11463,791,5156,3663,4018,288,6363
490:3354,371,7962,7961,1531,785,5156,730,1101,3193,11463,7102,6855,3309,8933,1702,2180,8065,6566,6440,1655,3034,5986,4533,4146,6708,9590,732,10470,1854
494:5632,7783,11117,968,53,7718,2258,531,7168,2706,2063,9138,2296,5998,7192,9237,13904,8137,172,6878,2215,1025,5560,6779,6518,1655,2073,1823,3406,11181
514:809,4157,11489,9603,5260,14279,20546,3859,1032,9369,2628,3118,7258,16686,8879,10755,612,16330,528,14281,8352,11627,4156,3176,5058,5962,127,30674,76,3335
525:3136,2613,3227,5853,2918,1187,3902,11911,8455,10994,1646,14279,3920,3651,225,7488,15734,8692,2870,9751,7038,9599,19088,3890,11042,8423,1788,12885,6770,15018
535:5115,4849,9989,11398,12158,19033,18877,3510,11375,21617,4414,7822,844,21265,15395,5782,5206,12084,1701,14158,3532,7676,14180,2627,17111,12712,7417,12168,7847,4352
536:18186,5505,98,4917,44942,11287,12712,231,12427,3510,8269,3826,4485,17479,1229,5110,15620,16415,5462,9311,12077,28763,20610,2900,16954,19350,10492,12369,9280,4911
538:1130,6239,16415,4849,13076,27621,6790,11561,1449,8475,8915,15815,11398,17726,14492,914,11895,2356,6357,9280,10226,4676,2106,8406,28066,17388,3510,8423,20636,10492
539:7915,9745,8114,3121,1471,2335,5803,1244,4886,7317,8714,10610,597,1928,7136,755,2256,9538,656,2706,5058,51,1275,6518,6566,1562,4306,1509,7888,3571
564:7822,13446,6886,9662,1868,2073,5803,184,1551,139,3121,9823,5741,11463,7469,7916,5724,1562,721,811,11495,1334,5371,7707,3227,5867,3764,316,9338,7098
582:309,2215,1449,4327,593,3136,6518,2073,2868,2626,5952,8277,1007,656,2657,1952,7452,9128,5299,1928,1310,8898,11410,5592,3514,402,7663,7434,2256,6809
585:1617,1304,16177,22175,5741,1398,14470,335,2819,14883,12015,10218,13809,11929,19870,12369,5739,22252,14965,7300,12603,18722,4912,90,16553,10220,14238,9631,19917,9231
590:3121,7822,6108,1868,1310,1334,3742,654,8186,4740,7663,8306,844,10267,6773,593,17018,9662,7144,8582,7530,6402,3136,14281,8930,3,12015,10041,6877,6039
618:32833,15388,12792,31402,8247,17084,47732,24356,11301,17986,22300,20150,34239,17732,16309,26144,29800,5660,5893,50735,17047,23244,19499,12207,41246,41530,36178,22715,31265,48394
624:42339,41440,40393,20674,12405,37443,45148,46675,22590,23657,20412,45111,17696,23256,50526,38335,35114,13249,46221,29150,15880,54614,14108,26823,6812,14468,4501,7273,8501,15625
627:37115,11056,50859,31042,45714,14088,24610,23261,17589,52615,27766
632:22206,8191,41430,11896,15030,3954,32832,21919,10217,3988,25379,41573,30928,4543,3297,42037,27971,16608,5812,24064,2559,30028,15714,11229,18190,15201,30912,11876,39084,23654
633:2966,18181,14617,8282,16146,2914,7663,8067,13295,6286,17349,541,5972,17726,17225,6196,10829,6380,11627,1583,5682,1543,1005,17896,9517,12186,8681,4313,1549,8584
634:32228,28619,34239,15851,22341,30504,40457,22465,8856,23112,25035,233,12308,46742,53746,24892,34678,43051,48500,26219,19022,4646,44471,8795,44487,27831,56238,16861,28701,40923
646:2942,6846,13660,16085,5708,10172,17982,12072,2862,6895,1294,13703,13953,1876,2376,10753,13420,5973,2209,13873,5804,28475,3278,10852,14048,7744,13008,7390,192,16522
666:6179,5504,6462,14334,3026,15591,2145,9669,3246,1320,3971,10175,8633,4235,2542,5056,8617,13265,1423,238,32755,7031,7006,21160,10802,753,7709,22513,21481,4827
667:5990,18440,859,1388,5186,14086,11586,4656,3175,8352,1606,1466,1310,3417,8713,4667,11606,9677,5040,21202,15180,15261,4009,98,11384,12528,16355,1119,22661,6770
669:42696,30695,43725,48328,39485,23942
678:1275,6210,3005,3460,7543,1067,9555,15454,4466,20892,674,2129,11664,15123,2627,5508,4112,13070,12558,1266,10623,3859,102,1633,7963,2711,3779,6039,5412,13451
680:20970,1670,17388,3827,25924,6133,6236,8528,3659,28815,1629,18243,13169,10457,3535,15177,4303,2007,6585,3763,2547,1218,19725,26444,10389,6309,28156,12912,22065,8950
681:12513,9222,6839,5663,6787,6195,8745,3194,10518,14366,13743,4383,4004,410,8324,18070,14824,1332,24765,10139,3848,5446,12782,12174,4596,15285,10260,21685,2715,13305
682:2558,2324,3790,2088,1179,2494,6522,2649,2426,7763,3739,444,2299,1144,1338,5360,1048,2154,3332,3461,589,584,5577,10651,2480,4356,13811,7573,8718,11873
683:39707,55311,18688,36341,6712,29925,38853
684:9490,8470,11813,3080,10870,1193,7572,30774,1616,1855,10108,13030,9354,6242,24382,17683,11760,8169,12936,4158,8380,8369,3004,22069,10651,16243,3683,17955,10159,13261
715:16815,10238,15209,25987,208,13765,20444,1889,13782
716:10786,28606,19772,25286,2984,7340,17248,10636,16525,37999,22888,7907,10992,1301,23599,20830,6074,14345,13021,3922,3512,6165,24270,18873,19488,42818,19943,32034,27378,5159
741:3806,9354,11760,4120,396,6888,16234,5087,1214,8945,10836,17598,9762,3711,2891,3004,7578,1841,2841,8628,11252,2545,5957,470,11873,11374,5583,5695,14881,12744
750:1224,1696,1060,275,2039,1462,1679,1834,1362,1322,705,1413,391,65,2954,991,355,942,655,1440,271,1743,311,1561,1278,1276,1640,140,1886,3438
754:2566,2180,1244,11463,7532,11664,257,457,791,1025,656,690,1822,1115,323,6535,412,2428,2335,7037,2296,4410,2125,6695,794,2563,944,6598,1455,353
756:3,15366,12028,7268,10730,9970,5505,1431,30804,5921,16958,6595,9264,9169,12712,13068,7847,5680,3658,61,12158,867,10337,533,893,9909,5492,2447,4131,2966
757:8282,343,32081,8230,2365,16983,1079,18401,1349,13446,1130,15937,656,8915,484,18026,3005,9599,10767,1670,6518,7663,3820,10664,33468,721,8352,5264,9583,23818
758:6029,20309,511,5227,9111,25699,27155,18877,25127,8595,3521,32876,11130,11456,15537,11623,12037,11201,11404,29928,6661,2949,8477,5915,10623,4905,5850,16810,6236,6084
763:593,7144,2858,7663,10775,2948,1310,4970,11454,19469,1334,21236,3952,18877,13099,21617,3950,3136,4258,4050,565,11375,6562,8306,3959,10283,12015,1543,7506,13076
773:23486,15163,22789,42722,14445,40230,11898,31396,29903,15356,17733,40646,31375,281,35979,38994,26390,25909,25115,6202,56032,14637,28773,32316,6358,3861,25292,48031,12905,26311
774:2612,705,9927,614,1937,1861,87,746,271,991,1776,510,3379,1413,833,575,1112,1597,4714,5005,1705,917,3636,1640,6,1278,1598,3438,3270,1186
775:1599,4410,10470,10610,7962,728,8640,791,51,393,1066,15507,7783,323,13556,3341,3478,2163,110,3650,3034,1435,2055,2180,5420,5690,11463,2626,4069,223
782:442,1108,8513,3884,5100,6151,10150,4860,522,15123,13497,1469,3328,3347,3885,2464,5512,830,11463,823,6406,7546,6680,12762,15018,7425,3608,4123,2269,8932
784:3354,545,1227,9927,578,3348,3124,371,6855,1914,7114,1285,1133,5150,1776,2999,229,1667,202,7532,1654,1699,4082,712,4753,4714,2471,1877,24,1671
793:48,3654,11473,748,2147,2150,3121,3650,11463,1868,2656,5273,1551,184,5420,61,13099,1455,593,6773,2073,6402,1720,5741,276,9644,3097,7822,309,7144
803:13084,15446,21027,7240,4684,11827,26460,19326,6353,15291,12432,25096,3966,13298,25199,9744,5329,6705,2384,15120,3534,13948,22919,15833,12328,2904,1676,1185,19571,1880
813:13446,8301,5260,8277,3365,5508,102,6275,4771,2129,18877,92,7783,12146,11495,2615,9894,13904,7784,5040,1539,9087,7317,4625,14388,6556,10077,3736,6644,2274
815:5499,14138,656,2830,4901,1327,10283,5230,4064,3733,2975,11664,2428,2067,4231,8746,5867,2868,2870,9823,7916,2059,5823,6402,3678,2073,57,3651,9427,3736
817:25505,22697,7874,19939,11602,4483,5383,26805,4187,28,34188,11837,7341,11365,11330,16702,6682,3506,15274,22845,29855,24047,25752,20234,17218,24287,17345,12557,25121,17650
818:9762,25073,3228,36105,13724,39472,12782,16676,15936,3848,11155,6723,19759,16965,1793,9532,17295,11252,14791,18763,30594,13962,9546,17598,10860,7435,17292,3349,5683,470
823:6783,4004,4383,11786,22257,10334,1523,6787,8002,8753,21912,14366,21859,7784,7549,3204,5446,12089,8538,12174,2898,1953,10112,18161,13832,20042,8032,23048,14328,6122
825:371,110,3637,7962,5010,1094,1126,13556,2696,2261,4902,1161,10610,7532,1695,1337,5629,12018,4349,5156,1026,2431,6855,775,3800,4410,4778,11117,10920,369
833:4593,95,4714,1776,202,3663,1914,2471,991,4489,9927,54,2612,490,3348,1531,7532,784,1435,6855,3354,1705,3379,1937,4073,1699,2536,1500,1427,5150
835:3978,3001,10389,8803,9880,8147,4853,7707,7305,24098,302,8639,4183,7073,1938,75,8642,16314,22065,12860,17218,9152,6228,32430,3623,15070,14794,14795,5327,3335
838:45454,7620,3340,28678,41334,880,22456,15348,8832,38364
844:7822,7360,13065,12158,61,11454,6773,7874,20955,7498,28,18877,11602,7469,963,5383,3849,4187,3658,14787,5651,24190,32303,4849,19487,1030,18761,17451,9909,12816
850:38641,48330,25621,18123,19694,29385,38871,52852,33982,3351,42086,54447,50643,23037,32113,42524,22891,29083,39744,2429,38893,48905,30753,33816,35769,41155,16654,8110,27002,26802
856:1224,2869,1696,655,1494,942,275,2954,1260,1834,750,367,948,1886,1322,1462,65,1440,1276,1861,1679,1743,3438,380,147,271,1060,991,1705,1362
857:5208,9662,9989,1137,3510,14158,15620,7469,7847,12158,18624,9264,7822,3959,1334,11772,15525,1664,1310,6821,12712,6581,2562,5505,3532,8269,12028,15776,10492,15281
874:550,94,948,4012,2132,664,365,1458,2869,1494,856,142,380,20,55,1440,1834,3235,482,325,267,355,1224,1322,1167,7598,450,351,1561,1886
899:10605,8352,6112,8745,3413,4667,4256,3888,14388,18497,10037,373,4845,3121,2368,4275,3988,3736,4993,6291,3285,6887,2216,21755,6106,4153,8051,2918,14280,9286
900:12667,27457,12616,18596,28719,52065,39817,8219,40135,12231,10120,40361,25578,37770,32369,11601,32835,1790,18399,16229,5392,21031,12734,27502,10468,12219,26721,18062,7963,55851
911:29252,7806,31301,32632,11535,7502,10835,22253,24202,28273,15680,12969,2585,14276,15790,20193,7539,18704,4104,39681,30647,24262,30674,3778,8785,18840,14151,2831,7918,18111
918:17082,2420,12816,16095,21355,11384,11576,23764,21497,5046,14763,24374,18761,11747,15886,3099,12342,3035,7305,8553,11507,11896,17606,2438,14,11942,18497,16742,4172,7324
925:19010,16924,37729,33822,15475,9741,30375,24820,2127,9023,20830,11287,10580,20127,35013,22581,23095,31395,21095,11894,19308,23818,27378,34676,26792,31622,13445,38816,21527,8959
926:3121,9087,6924,7916,4184,693,2245,5803,1263,1469,5403,12015,1334,1986,184,4970,7860,564,1551,4133,811,3781,7482,857,2626,10593,5474,2060,8306,9644
937:11463,5629,6054,6695,10710,280,12786,292,10339,13273,10444,4605,8095,5152,7543,2281,309,10775,1928,4410,5385,1275,1703,728,397,593,7932,4950,12018,3895
964:3031,4494,7935,1955,5229,13323,11123,8948,499,1848,9266,872,18313,2904,4142,13434,7064,3720,3697,9896,2583,21466,8069,20290,17908,13718,10719,7478,7549,8225
970:13062,35523,38607,49492,25010,20398,32432,25804,50277,35193
977:1648,271,3438,1950,240,991,311,510,3490,3348,1787,7961,1640,3354,1861,1278,1598,3193,705,1531,1937,1413,4073,2471,72,1689,1699,1671,540,490
981:9950,11907,3582,28410,20967,12536,9671,15879,13415,22257,13,12870,30387,3869,41601,9972,8583,41672,39810,20783,14383,4810,10102,30331,21546,12984,7807,17045,6883,16530
982:16874,12282,10314,23595,24849,22919,7177,1880,12928,15833,7240,15120,26460,7571,16039,25806,11827,12453,10103,25708,6379,21027,8651,4684,16981,30691,19571,19923,5278,20380
984:1859,10605,7034,1592,858,6239,1435,7406,371,1418,6855,3121,7102,3137,5884,1599,196,257,986,2296,7532,8114,1066,3354,5690,490,6947,8640,4771,2184
992:6331,17763,12174,1953,2770,22579,15818,20716,10112,15116,10459,15634,2216,16167,7665,4879,1581,10680,10125,10184,3837,6910,2331,1958,5823,18672,18070,3254,9467,12218
993:36178,16181,11602,7054,23158,24628,25752,32303,7666,38214,18764,8554,23433,13806,34147,14938,16527,5362,19552,19787,29086,29443,1052,15762,2749,16844,19059,25505,15138,22697
998:1646,383,15018,6822,3097,6136,6582,11495,13585,3885,9644,2513,1219,3284,11758,2918,15815,19585,1005,5109,5836,11772,5480,5660,14222,19088,9976,15670,8906,1339
1000:6708,7532,7961,72,6855,371,730,490,3341,1854,1025,2520,3800,825,4714,732,10610,3193,1337,3403,29,86,4716,1101,740,229,1161,1066,2588,1094
1007:1310,14011,1471,14292,8582,9393,1549,5654,1455,14158,11627,593,4656,2291,1156,2948,763,8694,1137,3618,2475,7434,6039,5448,1334,15056,3003,8863,3015,3510
1027:11252,7213,16676,34512,16243,13066,11155,24402,11249,13962,1031,7215,13183,14022,10312,4938,3277,8985,16246,41534,4508,22061,16639,3287,41239,23997,27036,1214,36089,40612
1028:30804,28,7341,8870,5383,9970,24374,1704,35681,25121,21498,25752,11010,30375,24464,15902,26374,14750,2882,8350,28438,2722,13806,29855,20086,3506,23132,13356,25248,37438
1044:1334,12215,3766,10218,6133,3822,13511,2241,1927,19218,11869,1100,8075,15133,32017,11105,15044,14456,2398,4212,13099,5279,30804,12187,13293,20955,15261,1795,9665,13759
1045:4258,13446,8306,5739,4640,5347,17200,4625,3941,2129,3075,5023,8918,6239,535,10337,693,9989,1334,6236,4440,7098,1067,4824,20546,9662,17478,13076,22452,1130
1049:13110,14849,27656,22887,22305,20697,43267,39478,37071,52442,16872,7595,5893,17601,50735,25288,20475,53075,7333,16580,19664,26588,34144,3159,18470,11456,48811,34126,26050,43936
1068:47581,40858,29898,34177,31821,36711,11365,10608,22736,19139,28957,36319,9881,6360,24064,29995,28410,15226,14526,20780,15610,34545,19217,15667,1022,41596,12267,31220,12301,29350
1069:7962,3136,524,13556,1115,1066,6535,1042,6440,11495,7783,13112,8640,2431,6947,2588,858,110,2055,47,353,5273,2073,5998,6504,397,13122,3121,4653,5420
1070:2402,323,1840,3663,4238,229,3366,6504,375,7102,6861,2431,3042,4675,12465,10470,11463,13556,834,1702,309,5366,7532,2660,648,371,8518,14297,1592,3459
1082:1026,10470,5986,198,3366,8640,5156,5560,2073,13556,1449,2395,1393,1025,1599,834,375,2200,2431,7663,7102,1334,3514,6440,711,3503,2256,309,6518,1928
1088:11459,541,12263,10298,3952,15109,9662,2356,2593,18292,15529,2789,8147,693,2438,11781,15024,4269,4205,22182,24909,10283,3046,7469,4896,2571,75,2896,4967,15204
1094:371,1066,7962,2261,775,4379,1026,5629,728,3354,2696,3121,7532,139,1337,2200,3341,8640,7102,10610,1418,1126,1868,881,1702,2431,7822,5156,3735,9306
1116:6310,9653,20271,8923,3345,25260,11281,36578,14081,15632,21293,822,11287,15075,16878,2973,16001,30992,14569,18054,7110,25046,24995,22066,28075,13290,3857,47624,4655,11010
1121:13017
1125:7532,1367,371,1435,1220,229,6855,1337,4902,72,7962,1094,1726,6774,2431,3354,1858,3663,3800,1497,10240,292,1161,1796,5114,1126,2097,2383,3403,2696
1127:15165,13882,15123,8877,1646,3813,4132,1045,10366,7735,3772,3965,7329,5110,10444,5058,446,6307,6275,6814,11117,3885,1445,210,5273,9878,9364,19565,1657,12544
1132:32996,16309,24013,22639,8741,5782,18319,21058,18440,12207,317,10450,8217,18469,39863,20139,8022,7654,21093,15836,36705,12313,11933,44374,15181,26443,24854,10480,9463,12087
1133:3354,371,6855,1650,1066,1337,1094,2588,775,1354,6774,3341,730,12786,4069,2261,7962,968,1026,825,2696,1868,5010,490,369,2274,6440,6464,6246,1409
1140:648,1101,779,3624,4213,1702,1497,498,3201,7102,794,6946,4950,10470,5956,4594,2395,1840,710,5447,2552,229,5998,3309,834,1354,196,8065,3341,690
1141:7557,17589,35267,23014,30161,55245,49867,56420,34719,4165,20957,36076,16029,33743,43246,29990,10642,20466,44526,14668,15678,1555,26394,46201,42540,17267,5392,37996,44580,43467
1148:18111,2174,21506,44889,21394,22093,11415,671,31340,6360,3505,31821,23861,4320,18950,12541,13570,4359,15201,2374,20744,3720,32078,23129,28220,10099,36252,11924,36452,7356
1153:4252,6450,1406,4313,9644,7664,10595,2870,1895,2073,12860,7179,7888,13446,9284,3001,3336,3136,17132,6293,4070,1638,309,11495,5983,744,19088,4240,11607,3902
1166:8303,4087,1261,13829,8948,9324,6231,5231,588,12188,1902,436,4598,596,1477,644,4368,530,9286,2483,3885,2315,2243,6275,2115,5985,1623,1447,12626,4907
1172:7395,6307,519,2091,9005,14388,7136,8327,4067,3025,6700,7526,417,9590,3772,4410,6814,7299,4528,4532,11463,2588,1771,13904,2628,5023,13864,6363,6272,8357
1192:9590,3772,6566,1720,309,2256,7916,13904,7783,11463,104,10077,6814,3121,439,2258,7098,2981,5420,3667,2850,6886,593,4133,7663,13113,8898,2077,1334,2541
